"Интересует маршрут с винный туризм и музыка, но без спешки.",винный туризм;музыка
"Планирую тур с искусство, вкусной ночная жизнь и атмосферой .",искусство;ночная жизнь
"Тур по Европе, главное — винный туризм, но и релакс не помешает.",винный туризм;релакс
"Планирую тур с история, вкусной ночная жизнь и атмосферой парк.",история;ночная жизнь;парк
Где в Европе можно насладиться еда и посетить искусство?,еда;искусство
"Подскажите город с еда, музыка, и чтобы вкусно поесть.",еда;музыка;шопинг
Планирую отпуск с уклоном в дегустации и обязательно с парк.,дегустации;парк;природа
"Хочу в путешествии увидеть релакс, попробовать , а может и .",релакс
Ищу место для фото с культура и прогулками в пляж.,культура;пляж
"Интересуют животные, культура, ну и конечно .",животные;культура
"Куда поехать летом, чтобы были ночная жизнь, религия и даже немного ?",ночная жизнь;религия
"Посоветуйте место, где есть парк, а вечером — .",парк
"Планирую тур с ночная жизнь, вкусной походы и атмосферой .",ночная жизнь;походы
"Маршрут, включающий ночная жизнь, парк, спорт — реально?",ночная жизнь;парк;спорт
Где в Европе можно насладиться искусство и посетить ?,искусство
"Подскажите город с дегустации, искусство, и чтобы вкусно поесть.",дегустации;искусство
Ищу место для фото с музыка и прогулками в релакс.,музыка;релакс;фотография
Что порекомендуете для любителя культура и музей?,культура;музей;спорт
"Мне нужно всё сразу: и музыка, и природа, и .",музыка;природа
Планирую отпуск с уклоном в музей и обязательно с природа.,музей;природа
Ищу место для фото с музыка и прогулками в .,музыка
"Хочу в путешествии увидеть дегустации, попробовать музей, а может и .",дегустации;музей
Ищу место для фото с природа и прогулками в фотография.,природа;фотография
"Тур по Европе, главное — дегустации, но и музей не помешает.",дегустации;музей;парк
"Ищу необычный маршрут: хочется и музей, и немного .",музей
"Маршрут, включающий история, парк,  — реально?",история;парк
"Мне нужно всё сразу: и фотография, и , и .",фотография
"Маршрут, включающий парк, походы, спорт — реально?",парк;походы;спорт
Что порекомендуете для любителя активность и пляж?,активность;пляж;природа
"Подскажите город с дегустации, история, и чтобы вкусно поесть.",дегустации;история;походы
Где можно насладиться еда и заодно заняться музей?,еда;музей
Ищу место для фото с еда и прогулками в искусство.,еда;искусство;музыка
"Тур по Европе, главное — релакс, но и спорт не помешает.",релакс;спорт
Планирую отпуск с уклоном в походы и обязательно с релакс.,походы;релакс
"Просто хочу поездку с винный туризм, а остальное — как получится.",винный туризм;пляж;походы
"Подскажите город с парк, походы, и чтобы вкусно поесть.",парк;походы
Планирую отпуск с уклоном в животные и обязательно с ночная жизнь.,животные;ночная жизнь;релакс
"Мне нужно всё сразу: и культура, и пляж, и природа.",культура;пляж;природа
"Тур по Европе, главное — природа, но и спорт не помешает.",природа;спорт;фотография
"Мне нужно всё сразу: и дегустации, и , и .",дегустации
Ищу место для фото с история и прогулками в музыка.,история;музыка
Ищу место для фото с музыка и прогулками в шопинг.,музыка;шопинг
Что порекомендуете для любителя спорт и ?,спорт
"Мне нужно всё сразу: и парк, и , и .",парк
"Просто хочу поездку с архитектура, а остальное — как получится.",архитектура;животные;релакс
"Просто хочу поездку с пляж, а остальное — как получится.",пляж;религия;шопинг
"Ищу необычный маршрут: хочется и музыка, и немного .",музыка
Где можно насладиться парк и заодно заняться ?,парк
"Меня интересуют животные, религия и что-то связанное с .",животные;религия
"Посоветуйте место, где есть искусство, а вечером — музей.",искусство;музей;природа
"Куда поехать летом, чтобы были активность, история и даже немного ?",активность;история
"Интересуют архитектура, природа, ну и конечно релакс.",архитектура;природа;релакс
Что порекомендуете для любителя фотография и ?,фотография
Где в Европе можно насладиться винный туризм и посетить животные?,винный туризм;животные
"Подскажите город с походы, релакс, и чтобы вкусно поесть.",походы;релакс
Где можно насладиться музей и заодно заняться религия?,музей;религия
"Хочу отдых, где можно совместить музыка, религия и хорошее настроение.",музыка;религия
Ищу место для фото с активность и прогулками в архитектура.,активность;архитектура;культура
"Интересуют архитектура, культура, ну и конечно .",архитектура;культура
"Куда поехать летом, чтобы были искусство, природа и даже немного религия?",искусство;природа;религия
"Просто хочу поездку с активность, а остальное — как получится.",активность;история
"Интересуют активность, архитектура, ну и конечно пляж.",активность;архитектура;пляж
"Хочу поездку, чтобы отдохнуть и посмотреть на дегустации, может быть, ещё природа.",дегустации;природа
"Куда поехать летом, чтобы были культура, музыка и даже немного ?",культура;музыка
"Просто хочу поездку с походы, а остальное — как получится.",походы;шопинг
Планирую отпуск с уклоном в спорт и обязательно с .,спорт
Что порекомендуете для любителя винный туризм и природа?,винный туризм;природа;религия
"Куда поехать летом, чтобы были культура, шопинг и даже немного ?",культура;шопинг
"Куда поехать летом, чтобы были пляж, походы и даже немного шопинг?",пляж;походы;шопинг
"Подскажите город с активность, , и чтобы вкусно поесть.",активность
"Подскажите город с искусство, история, и чтобы вкусно поесть.",искусство;история
"Хочу отдых, где можно совместить пляж, природа и хорошее настроение.",пляж;природа
"Интересуют культура, , ну и конечно .",культура
"Ищу необычный маршрут: хочется и активность, и немного музей.",активность;музей
Где можно насладиться музыка и заодно заняться походы?,музыка;походы
Что порекомендуете для любителя архитектура и религия?,архитектура;религия
"Куда поехать летом, чтобы были искусство, пляж и даже немного шопинг?",искусство;пляж;шопинг
"Мне нужно всё сразу: и музей, и спорт, и .",музей;спорт
Что порекомендуете для любителя парк и спорт?,парк;спорт;фотография
"Меня интересуют дегустации, спорт и что-то связанное с .",дегустации;спорт
"Планирую тур с животные, вкусной  и атмосферой .",животные
"Посоветуйте место, где есть природа, а вечером — релакс.",природа;релакс
Что порекомендуете для любителя ночная жизнь и спорт?,ночная жизнь;спорт;фотография
Планирую отпуск с уклоном в походы и обязательно с религия.,походы;религия
"Интересуют культура, музыка, ну и конечно спорт.",культура;музыка;спорт
"Планирую тур с дегустации, вкусной  и атмосферой .",дегустации
Где в Европе можно насладиться релакс и посетить ?,релакс
"Хочу поездку, чтобы отдохнуть и посмотреть на животные, может быть, ещё религия.",животные;религия
"Хочу поездку, чтобы отдохнуть и посмотреть на искусство, может быть, ещё культура.",искусство;культура
"Подскажите город с история, парк, и чтобы вкусно поесть.",история;парк
"Меня интересуют винный туризм, ночная жизнь и что-то связанное с .",винный туризм;ночная жизнь
"Маршрут, включающий еда, культура,  — реально?",еда;культура
"Маршрут, включающий музыка, пляж, релакс — реально?",музыка;пляж;релакс
Где в Европе можно насладиться еда и посетить искусство?,еда;искусство;шопинг
Что порекомендуете для любителя парк и пляж?,парк;пляж
"Куда поехать летом, чтобы были активность, история и даже немного культура?",активность;история;культура
"Хочу поездку, чтобы отдохнуть и посмотреть на музей, может быть, ещё природа.",музей;природа
"Куда поехать летом, чтобы были винный туризм, искусство и даже немного ?",винный туризм;искусство
"Хочу поездку, чтобы отдохнуть и посмотреть на еда, может быть, ещё фотография.",еда;фотография
"Хочу поездку, чтобы отдохнуть и посмотреть на животные, может быть, ещё музей.",животные;музей;религия
"Планирую тур с животные, вкусной музей и атмосферой спорт.",животные;музей;спорт
"Интересуют активность, пляж, ну и конечно релакс.",активность;пляж;релакс
"Интересует маршрут с дегустации и музей, но без спешки.",дегустации;музей;парк
Что порекомендуете для любителя культура и шопинг?,культура;шопинг
"Хочу отдых, где можно совместить животные, история и хорошее настроение.",животные;история
Планирую отпуск с уклоном в фотография и обязательно с .,фотография
"Тур по Европе, главное — дегустации, но и шопинг не помешает.",дегустации;шопинг
Что порекомендуете для любителя история и спорт?,история;спорт
"Мне нужно всё сразу: и активность, и фотография, и .",активность;фотография
"Хочу в путешествии увидеть история, попробовать пляж, а может и .",история;пляж
Где в Европе можно насладиться музей и посетить фотография?,музей;фотография
"Хочу в путешествии увидеть история, попробовать ночная жизнь, а может и спорт.",история;ночная жизнь;спорт
"Маршрут, включающий активность, дегустации,  — реально?",активность;дегустации
"Ищу необычный маршрут: хочется и архитектура, и немного .",архитектура
"Тур по Европе, главное — релакс, но и фотография не помешает.",релакс;фотография
"Куда поехать летом, чтобы были музей, релакс и даже немного спорт?",музей;релакс;спорт
"Тур по Европе, главное — архитектура, но и фотография не помешает.",архитектура;фотография
"Просто хочу поездку с парк, а остальное — как получится.",парк;фотография
"Посоветуйте место, где есть дегустации, а вечером — фотография.",дегустации;фотография
"Интересуют музей, религия, ну и конечно .",музей;религия
"Хочу отдых, где можно совместить история, музей и хорошее настроение.",история;музей
Что порекомендуете для любителя релакс и шопинг?,релакс;шопинг
Что порекомендуете для любителя история и ?,история
"Хочу отдых, где можно совместить винный туризм,  и хорошее настроение.",винный туризм
"Хочу в путешествии увидеть культура, попробовать , а может и .",культура
"Хочу поездку, чтобы отдохнуть и посмотреть на история, может быть, ещё фотография.",история;фотография
Что порекомендуете для любителя архитектура и парк?,архитектура;парк
"Хочу в путешествии увидеть винный туризм, попробовать шопинг, а может и .",винный туризм;шопинг
"Хочу поездку, чтобы отдохнуть и посмотреть на искусство, может быть, ещё .",искусство
"Просто хочу поездку с музей, а остальное — как получится.",музей;музыка;шопинг
"Интересует маршрут с еда и спорт, но без спешки.",еда;спорт
"Маршрут, включающий архитектура, дегустации, еда — реально?",архитектура;дегустации;еда
"Хочу поездку, чтобы отдохнуть и посмотреть на история, может быть, ещё шопинг.",история;шопинг
"Мне нужно всё сразу: и музыка, и парк, и религия.",музыка;парк;религия
"Интересуют животные, спорт, ну и конечно .",животные;спорт
Ищу место для фото с фотография и прогулками в шопинг.,фотография;шопинг
"Интересуют природа, , ну и конечно .",природа
Где в Европе можно насладиться архитектура и посетить дегустации?,архитектура;дегустации
Где можно насладиться походы и заодно заняться ?,походы
"Посоветуйте место, где есть музей, а вечером — .",музей
Где можно насладиться дегустации и заодно заняться еда?,дегустации;еда;релакс
Ищу место для фото с спорт и прогулками в .,спорт
"Куда поехать летом, чтобы были религия,  и даже немного ?",религия
"Хочу поездку, чтобы отдохнуть и посмотреть на парк, может быть, ещё спорт.",парк;спорт
"Мне нужно всё сразу: и походы, и , и .",походы
Где можно насладиться музей и заодно заняться походы?,музей;походы
"Интересует маршрут с музей и религия, но без спешки.",музей;религия;шопинг
"Просто хочу поездку с история, а остальное — как получится.",история;парк
"Интересуют архитектура, шопинг, ну и конечно .",архитектура;шопинг
"Хочу в путешествии увидеть культура, попробовать парк, а может и .",культура;парк
Где в Европе можно насладиться музей и посетить музыка?,музей;музыка;природа
Где можно насладиться фотография и заодно заняться ?,фотография
"Интересует маршрут с ночная жизнь и , но без спешки.",ночная жизнь
"Посоветуйте место, где есть ночная жизнь, а вечером — .",ночная жизнь
"Просто хочу поездку с природа, а остальное — как получится.",природа;религия
"Тур по Европе, главное — еда, но и история не помешает.",еда;история;фотография
"Хочу в путешествии увидеть еда, попробовать искусство, а может и .",еда;искусство
"Хочу отдых, где можно совместить искусство, спорт и хорошее настроение.",искусство;спорт
"Хочу отдых, где можно совместить активность, винный туризм и хорошее настроение.",активность;винный туризм;парк
"Хочу поездку, чтобы отдохнуть и посмотреть на еда, может быть, ещё природа.",еда;природа
Что порекомендуете для любителя активность и еда?,активность;еда
"Тур по Европе, главное — архитектура, но и  не помешает.",архитектура
"Маршрут, включающий музыка, ,  — реально?",музыка
"Хочу поездку, чтобы отдохнуть и посмотреть на культура, может быть, ещё .",культура
"Меня интересуют активность, животные и что-то связанное с .",активность;животные
"Маршрут, включающий животные, искусство, природа — реально?",животные;искусство;природа
Планирую отпуск с уклоном в ночная жизнь и обязательно с шопинг.,ночная жизнь;шопинг
"Интересуют музыка, природа, ну и конечно .",музыка;природа
"Хочу поездку, чтобы отдохнуть и посмотреть на культура, может быть, ещё парк.",культура;парк;спорт
Что порекомендуете для любителя история и релакс?,история;релакс
"Меня интересуют искусство, природа и что-то связанное с фотография.",искусство;природа;фотография
"Интересует маршрут с дегустации и , но без спешки.",дегустации
Где можно насладиться дегустации и заодно заняться искусство?,дегустации;искусство
"Ищу необычный маршрут: хочется и архитектура, и немного культура.",архитектура;культура
"Хочу поездку, чтобы отдохнуть и посмотреть на активность, может быть, ещё винный туризм.",активность;винный туризм;шопинг
"Интересует маршрут с дегустации и шопинг, но без спешки.",дегустации;шопинг
Где можно насладиться релакс и заодно заняться ?,релакс
"Хочу отдых, где можно совместить ночная жизнь,  и хорошее настроение.",ночная жизнь
"Маршрут, включающий активность, винный туризм,  — реально?",активность;винный туризм
Ищу место для фото с дегустации и прогулками в животные.,дегустации;животные;музыка
"Интересуют винный туризм, искусство, ну и конечно .",винный туризм;искусство
Планирую отпуск с уклоном в животные и обязательно с фотография.,животные;фотография
"Хочу в путешествии увидеть дегустации, попробовать животные, а может и искусство.",дегустации;животные;искусство
"Маршрут, включающий животные, природа,  — реально?",животные;природа
"Тур по Европе, главное — искусство, но и спорт не помешает.",искусство;спорт
"Интересуют дегустации, животные, ну и конечно религия.",дегустации;животные;религия
"Маршрут, включающий винный туризм, еда, музыка — реально?",винный туризм;еда;музыка
"Подскажите город с винный туризм, музыка, и чтобы вкусно поесть.",винный туризм;музыка
"Хочу поездку, чтобы отдохнуть и посмотреть на архитектура, может быть, ещё природа.",архитектура;природа;спорт
Ищу место для фото с дегустации и прогулками в еда.,дегустации;еда;фотография
"Подскажите город с винный туризм, культура, и чтобы вкусно поесть.",винный туризм;культура;ночная жизнь
"Маршрут, включающий фотография, ,  — реально?",фотография
"Интересует маршрут с искусство и ночная жизнь, но без спешки.",искусство;ночная жизнь
"Интересует маршрут с парк и религия, но без спешки.",парк;религия
"Мне нужно всё сразу: и винный туризм, и культура, и музей.",винный туризм;культура;музей
"Посоветуйте место, где есть архитектура, а вечером — дегустации.",архитектура;дегустации;история
Где можно насладиться религия и заодно заняться спорт?,религия;спорт;фотография
"Хочу в путешествии увидеть искусство, попробовать спорт, а может и .",искусство;спорт
Где можно насладиться активность и заодно заняться история?,активность;история
Где можно насладиться музей и заодно заняться религия?,музей;религия;шопинг
Планирую отпуск с уклоном в дегустации и обязательно с религия.,дегустации;религия;фотография
"Просто хочу поездку с искусство, а остальное — как получится.",искусство
"Ищу необычный маршрут: хочется и музыка, и немного пляж.",музыка;пляж;походы
Что порекомендуете для любителя история и музыка?,история;музыка
"Интересуют искусство, музыка, ну и конечно походы.",искусство;музыка;походы
"Интересует маршрут с искусство и история, но без спешки.",искусство;история
Где можно насладиться история и заодно заняться религия?,история;религия
"Планирую тур с искусство, вкусной музыка и атмосферой шопинг.",искусство;музыка;шопинг
"Тур по Европе, главное — дегустации, но и музыка не помешает.",дегустации;музыка
"Планирую тур с ночная жизнь, вкусной природа и атмосферой религия.",ночная жизнь;природа;религия
"Хочу в путешествии увидеть пляж, попробовать , а может и .",пляж
Ищу место для фото с музей и прогулками в .,музей
Где можно насладиться активность и заодно заняться дегустации?,активность;дегустации
"Хочу отдых, где можно совместить животные, парк и хорошее настроение.",животные;парк
"Хочу отдых, где можно совместить культура, фотография и хорошее настроение.",культура;фотография
Где в Европе можно насладиться природа и посетить релакс?,природа;релакс;спорт
"Меня интересуют еда, культура и что-то связанное с ночная жизнь.",еда;культура;ночная жизнь
Планирую отпуск с уклоном в культура и обязательно с спорт.,культура;спорт
"Мне нужно всё сразу: и история, и музыка, и .",история;музыка
"Посоветуйте место, где есть релакс, а вечером — шопинг.",релакс;шопинг
Где можно насладиться ночная жизнь и заодно заняться природа?,ночная жизнь;природа;фотография
"Маршрут, включающий релакс, ,  — реально?",релакс
Где можно насладиться история и заодно заняться ночная жизнь?,история;ночная жизнь
Планирую отпуск с уклоном в искусство и обязательно с пляж.,искусство;пляж;спорт
"Интересуют культура, фотография, ну и конечно .",культура;фотография
"Хочу поездку, чтобы отдохнуть и посмотреть на парк, может быть, ещё .",парк
"Посоветуйте место, где есть природа, а вечером — .",природа
"Ищу необычный маршрут: хочется и дегустации, и немного религия.",дегустации;религия
Где в Европе можно насладиться ночная жизнь и посетить релакс?,ночная жизнь;релакс
"Посоветуйте место, где есть музей, а вечером — фотография.",музей;фотография
"Хочу отдых, где можно совместить активность, культура и хорошее настроение.",активность;культура
"Хочу поездку, чтобы отдохнуть и посмотреть на архитектура, может быть, ещё релакс.",архитектура;релакс
"Хочу поездку, чтобы отдохнуть и посмотреть на походы, может быть, ещё .",походы
"Куда поехать летом, чтобы были дегустации, история и даже немного ?",дегустации;история
"Куда поехать летом, чтобы были активность, животные и даже немного музей?",активность;животные;музей
Где можно насладиться активность и заодно заняться ?,активность
"Планирую тур с активность, вкусной ночная жизнь и атмосферой спорт.",активность;ночная жизнь;спорт
"Ищу необычный маршрут: хочется и активность, и немного походы.",активность;походы
"Подскажите город с религия, спорт, и чтобы вкусно поесть.",религия;спорт
"Планирую тур с музей, вкусной релакс и атмосферой шопинг.",музей;релакс;шопинг
"Интересуют архитектура, парк, ну и конечно шопинг.",архитектура;парк;шопинг
"Подскажите город с активность, дегустации, и чтобы вкусно поесть.",активность;дегустации;культура
"Посоветуйте место, где есть активность, а вечером — архитектура.",активность;архитектура;музей
"Хочу поездку, чтобы отдохнуть и посмотреть на активность, может быть, ещё искусство.",активность;искусство;пляж
Где можно насладиться винный туризм и заодно заняться религия?,винный туризм;религия
"Просто хочу поездку с животные, а остальное — как получится.",животные;культура
"Хочу отдых, где можно совместить ночная жизнь, шопинг и хорошее настроение.",ночная жизнь;шопинг
"Просто хочу поездку с еда, а остальное — как получится.",еда;музыка;походы
"Посоветуйте место, где есть винный туризм, а вечером — еда.",винный туризм;еда
"Планирую тур с шопинг, вкусной  и атмосферой .",шопинг
"Маршрут, включающий история, музыка,  — реально?",история;музыка
Где в Европе можно насладиться фотография и посетить ?,фотография
Где в Европе можно насладиться животные и посетить парк?,животные;парк;религия
Что порекомендуете для любителя музыка и парк?,музыка;парк;шопинг
"Куда поехать летом, чтобы были еда, религия и даже немного шопинг?",еда;религия;шопинг
"Планирую тур с музыка, вкусной ночная жизнь и атмосферой религия.",музыка;ночная жизнь;религия
"Интересуют музыка, религия, ну и конечно .",музыка;религия
"Подскажите город с пляж, фотография, и чтобы вкусно поесть.",пляж;фотография
"Хочу поездку, чтобы отдохнуть и посмотреть на история, может быть, ещё ночная жизнь.",история;ночная жизнь
Планирую отпуск с уклоном в походы и обязательно с .,походы
"Меня интересуют культура, музыка и что-то связанное с релакс.",культура;музыка;релакс
"Подскажите город с парк, фотография, и чтобы вкусно поесть.",парк;фотография
"Тур по Европе, главное — животные, но и релакс не помешает.",животные;релакс
"Мне нужно всё сразу: и дегустации, и ночная жизнь, и .",дегустации;ночная жизнь
"Меня интересуют животные, пляж и что-то связанное с .",животные;пляж
"Посоветуйте место, где есть дегустации, а вечером — музей.",дегустации;музей
"Мне нужно всё сразу: и культура, и религия, и .",культура;религия
"Тур по Европе, главное — искусство, но и пляж не помешает.",искусство;пляж;фотография
"Меня интересуют еда, музей и что-то связанное с .",еда;музей
Где в Европе можно насладиться культура и посетить ?,культура
"Хочу в путешествии увидеть парк, попробовать , а может и .",парк
"Интересует маршрут с винный туризм и животные, но без спешки.",винный туризм;животные;искусство
"Интересуют фотография, , ну и конечно .",фотография
"Ищу необычный маршрут: хочется и еда, и немного религия.",еда;религия
"Планирую тур с животные, вкусной искусство и атмосферой ночная жизнь.",животные;искусство;ночная жизнь
"Подскажите город с история, походы, и чтобы вкусно поесть.",история;походы
"Ищу необычный маршрут: хочется и дегустации, и немного ночная жизнь.",дегустации;ночная жизнь
"Интересуют искусство, , ну и конечно .",искусство
"Интересуют активность, спорт, ну и конечно .",активность;спорт
"Меня интересуют музыка,  и что-то связанное с .",музыка
Где можно насладиться еда и заодно заняться религия?,еда;религия
"Посоветуйте место, где есть винный туризм, а вечером — история.",винный туризм;история;походы
"Посоветуйте место, где есть релакс, а вечером — спорт.",релакс;спорт
"Посоветуйте место, где есть архитектура, а вечером — искусство.",архитектура;искусство;фотография
"Планирую тур с еда, вкусной пляж и атмосферой религия.",еда;пляж;религия
"Хочу поездку, чтобы отдохнуть и посмотреть на винный туризм, может быть, ещё дегустации.",винный туризм;дегустации
"Меня интересуют архитектура,  и что-то связанное с .",архитектура
"Тур по Европе, главное — еда, но и религия не помешает.",еда;религия
"Подскажите город с релакс, , и чтобы вкусно поесть.",релакс
Где в Европе можно насладиться животные и посетить музей?,животные;музей
"Интересует маршрут с искусство и , но без спешки.",искусство
"Просто хочу поездку с активность, а остальное — как получится.",активность;релакс
"Хочу в путешествии увидеть музыка, попробовать ночная жизнь, а может и .",музыка;ночная жизнь
"Тур по Европе, главное — активность, но и винный туризм не помешает.",активность;винный туризм
"Меня интересуют винный туризм, шопинг и что-то связанное с .",винный туризм;шопинг
"Тур по Европе, главное — ночная жизнь, но и релакс не помешает.",ночная жизнь;релакс
"Интересует маршрут с релакс и , но без спешки.",релакс
"Посоветуйте место, где есть история, а вечером — природа.",история;природа
"Ищу необычный маршрут: хочется и история, и немного пляж.",история;пляж
"Тур по Европе, главное — ночная жизнь, но и пляж не помешает.",ночная жизнь;пляж
Планирую отпуск с уклоном в шопинг и обязательно с .,шопинг
Ищу место для фото с архитектура и прогулками в культура.,архитектура;культура;шопинг
"Хочу поездку, чтобы отдохнуть и посмотреть на архитектура, может быть, ещё еда.",архитектура;еда;история
"Интересуют активность, фотография, ну и конечно .",активность;фотография
Ищу место для фото с история и прогулками в природа.,история;природа
"Меня интересуют дегустации, пляж и что-то связанное с .",дегустации;пляж
"Интересует маршрут с культура и ночная жизнь, но без спешки.",культура;ночная жизнь;фотография
"Куда поехать летом, чтобы были история, релакс и даже немного ?",история;релакс
Где в Европе можно насладиться музей и посетить ?,музей
"Хочу отдых, где можно совместить архитектура, религия и хорошее настроение.",архитектура;религия
"Хочу в путешествии увидеть еда, попробовать , а может и .",еда
"Интересует маршрут с еда и культура, но без спешки.",еда;культура
"Посоветуйте место, где есть история, а вечером — походы.",история;походы
"Подскажите город с музей, спорт, и чтобы вкусно поесть.",музей;спорт
"Меня интересуют активность, музей и что-то связанное с спорт.",активность;музей;спорт
"Меня интересуют музей,  и что-то связанное с .",музей
"Меня интересуют дегустации, фотография и что-то связанное с .",дегустации;фотография
"Маршрут, включающий культура, ночная жизнь, религия — реально?",культура;ночная жизнь;религия
"Маршрут, включающий еда, музей,  — реально?",еда;музей
"Посоветуйте место, где есть еда, а вечером — походы.",еда;походы
"Подскажите город с архитектура, дегустации, и чтобы вкусно поесть.",архитектура;дегустации;религия
"Интересует маршрут с музей и релакс, но без спешки.",музей;релакс;религия
"Хочу поездку, чтобы отдохнуть и посмотреть на архитектура, может быть, ещё искусство.",архитектура;искусство
Где в Европе можно насладиться дегустации и посетить культура?,дегустации;культура;спорт
"Маршрут, включающий архитектура, природа,  — реально?",архитектура;природа
"Интересует маршрут с ночная жизнь и шопинг, но без спешки.",ночная жизнь;шопинг
"Маршрут, включающий история, музей,  — реально?",история;музей
"Интересуют винный туризм, спорт, ну и конечно .",винный туризм;спорт
Где в Европе можно насладиться дегустации и посетить ?,дегустации
"Планирую тур с музей, вкусной природа и атмосферой .",музей;природа
"Хочу в путешествии увидеть походы, попробовать природа, а может и .",походы;природа
"Хочу в путешествии увидеть винный туризм, попробовать искусство, а может и музыка.",винный туризм;искусство;музыка
"Планирую тур с активность, вкусной походы и атмосферой .",активность;походы
"Маршрут, включающий пляж, природа, религия — реально?",пляж;природа;религия
"Ищу необычный маршрут: хочется и винный туризм, и немного шопинг.",винный туризм;шопинг
"Маршрут, включающий активность, культура,  — реально?",активность;культура
Где можно насладиться архитектура и заодно заняться ?,архитектура
"Маршрут, включающий винный туризм, музей, парк — реально?",винный туризм;музей;парк
"Просто хочу поездку с активность, а остальное — как получится.",активность;искусство;фотография
Что порекомендуете для любителя архитектура и религия?,архитектура;религия;фотография
"Хочу отдых, где можно совместить искусство, культура и хорошее настроение.",искусство;культура;ночная жизнь
"Маршрут, включающий шопинг, ,  — реально?",шопинг
"Интересует маршрут с музыка и релакс, но без спешки.",музыка;релакс
Что порекомендуете для любителя дегустации и искусство?,дегустации;искусство;парк
Планирую отпуск с уклоном в искусство и обязательно с религия.,искусство;религия
"Тур по Европе, главное — дегустации, но и искусство не помешает.",дегустации;искусство;музей
"Куда поехать летом, чтобы были архитектура, дегустации и даже немного ?",архитектура;дегустации
"Меня интересуют животные, походы и что-то связанное с .",животные;походы
"Хочу поездку, чтобы отдохнуть и посмотреть на музыка, может быть, ещё походы.",музыка;походы;шопинг
"Хочу отдых, где можно совместить активность, еда и хорошее настроение.",активность;еда
Где можно насладиться музей и заодно заняться музыка?,музей;музыка;походы
"Планирую тур с пляж, вкусной спорт и атмосферой .",пляж;спорт
"Тур по Европе, главное — искусство, но и религия не помешает.",искусство;религия
"Хочу отдых, где можно совместить животные, походы и хорошее настроение.",животные;походы;релакс
"Просто хочу поездку с винный туризм, а остальное — как получится.",винный туризм;еда;пляж
Где можно насладиться дегустации и заодно заняться ?,дегустации
Планирую отпуск с уклоном в искусство и обязательно с природа.,искусство;природа
"Мне нужно всё сразу: и еда, и пляж, и .",еда;пляж
Что порекомендуете для любителя животные и парк?,животные;парк
Планирую отпуск с уклоном в искусство и обязательно с .,искусство
"Хочу поездку, чтобы отдохнуть и посмотреть на парк, может быть, ещё пляж.",парк;пляж
"Маршрут, включающий животные, история, ночная жизнь — реально?",животные;история;ночная жизнь
"Хочу отдых, где можно совместить дегустации, парк и хорошее настроение.",дегустации;парк;пляж
"Хочу поездку, чтобы отдохнуть и посмотреть на активность, может быть, ещё дегустации.",активность;дегустации;спорт
"Ищу необычный маршрут: хочется и активность, и немного музей.",активность;музей;релакс
Где в Европе можно насладиться природа и посетить релакс?,природа;релакс
Планирую отпуск с уклоном в история и обязательно с походы.,история;походы;шопинг
"Просто хочу поездку с пляж, а остальное — как получится.",пляж;походы
"Просто хочу поездку с еда, а остальное — как получится.",еда;культура;пляж
